"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"Festa!! Hyper Girls Party","PS2","2006","Adventure","KID","0","0","0.01","0","0.01","Bueno"
"Hot Wheels: Stunt Track Challenge / World Race","GBA","2006","Racing","Destination Software, Inc","0.01","0","0","0","0.01","Bueno"
"Izumo 2","PS2","2006","Adventure","GN Software","0","0","0.01","0","0.01","Aceptable"
"Bratz: Forever Diamondz","PS2","2006","Adventure","THQ","0.01","0.01","0","0","0.01","Malo"
"Sega Golf Club: Miyazato San Kyoudai Naizou","PS3","2006","Sports","Sega","0","0","0.01","0","0.01","Malo"
"Far East of Eden II: Manji Maru","DS","2006","Role-Playing","Hudson Soft","0","0","0.01","0","0.01","Excelente"
"Hi Hi Puffy AmiYumi: The Genie & the Amp","DS","2006","Action","D3Publisher","0.01","0","0","0","0.01","Excelente"
"Marvel: Ultimate Alliance","PC","2006","Role-Playing","Activision","0.01","0","0","0","0.01","Aceptable"
"Mahjong Taikai IV","PS3","2006","Misc","Tecmo Koei","0","0","0.01","0","0.01","Bueno"
"Ultraman Fighting Evolution 0","PSP","2006","Fighting","Banpresto","0","0","0.01","0","0.01","Malo"
"Jan Sangoku Musou","PS2","2006","Misc","Tecmo Koei","0","0","0.01","0","0.01","Aceptable"
"Monster Bomber","DS","2006","Puzzle","505 Games","0.01","0","0","0","0.01","Excelente"
"Fatal Fury: Battle Archives Volume 1 (JP sales)","PS2","2006","Fighting","Ignition Entertainment","0","0","0.01","0","0.01","Bueno"
"Kamaitachi no Yoru 2: Tokubetsu Hen","PSP","2006","Adventure","ChunSoft","0","0","0.01","0","0.01","Bueno"
"Rakushou! Pachi-Slot Sengen 4","PS2","2006","Misc","Tecmo Koei","0","0","0.01","0","0.01","Bueno"
"Tringo","GBA","2006","Puzzle","Liquid Games","0.01","0","0","0","0.01","Bueno"
"Greg Hastings' Tournament Paintball Max'd","PS2","2006","Shooter","Activision","0.01","0","0","0","0.01","Bueno"
"Ultimate Board Game Collection","PS2","2006","Misc","Xplosiv","0.01","0","0","0","0.01","Aceptable"
"NHL 2K7","XB","2006","Sports","Take-Two Interactive","0.01","0","0","0","0.01","Bueno"
"Pilot Academy","PSP","2006","Simulation","Rising Star Games","0","0.01","0","0","0.01","Bueno"
"LMA Manager 2007","X360","2006","Sports","Codemasters","0","0.01","0","0","0.01","Bueno"
"The Godfather (JP sales)","X360","2006","Action","Electronic Arts","0","0","0.01","0","0.01","Malo"
"Winning Eleven: Pro Evolution Soccer 2007","PC","2006","Sports","Konami Digital Entertainment","0","0.01","0","0","0.01","Aceptable"
"Railfan","PS3","2006","Simulation","Ongakukan","0","0","0.01","0","0.01","Bueno"
"Micro Machines V4","PS2","2006","Racing","Codemasters","0.01","0","0","0","0.01","Aceptable"
"The Land Before Time: Into the Mysterious Beyond","GBA","2006","Platform","Game Factory","0.01","0","0","0","0.01","Malo"
"Mystereet","PS2","2006","Adventure","Yeti","0","0","0.01","0","0.01","Bueno"
"Deal or No Deal","PC","2006","Misc","Focus Home Interactive","0","0.01","0","0","0.01","Aceptable"
"Tengai Makyo: Dai Yon no Mokushiroku","PSP","2006","Role-Playing","Hudson Soft","0","0","0.01","0","0.01","Excelente"
"Style Book: Cinnamoroll","DS","2006","Misc","Namco Bandai Games","0","0","0.01","0","0.01","Bueno"
"Bookworm Deluxe","PC","2006","Puzzle","PopCap Games","0.01","0","0","0","0.01","Malo"
"XI Coliseum","PSP","2006","Puzzle","Sony Computer Entertainment","0","0","0.01","0","0.01","Aceptable"
"Dragon Zakura DS","DS","2007","Misc","Electronic Arts","0","0","0.01","0","0.01","Malo"
"Neverwinter Nights 2: Mask of the Betrayer","PC","2007","Role-Playing","Atari","0","0.01","0","0","0.01","Malo"
"UEFA Champions League 2006-2007","PSP","2007","Sports","Electronic Arts","0.01","0","0","0","0.01","Aceptable"
"Wiffle Ball Advance","DS","2007","Sports","Zoo Digital Publishing","0.01","0","0","0","0.01","Aceptable"
"Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS","DS","2007","Misc","D3Publisher","0","0","0.01","0","0.01","Bueno"
"Guitar Hero III: Legends of Rock","PC","2007","Misc","Aspyr","0.01","0","0","0","0.01","Bueno"
"Virtua Tennis 3","PC","2007","Sports","Sega","0","0.01","0","0","0.01","Aceptable"
"Nodame Cantabile","PS2","2007","Misc","Banpresto","0","0","0.01","0","0.01","Malo"
"Theatre Of War","PC","2007","Strategy","Kalypso Media","0","0.01","0","0","0.01","Aceptable"
"SoulCalibur Legends (JP sales)","Wii","2007","Action","Namco Bandai Games","0","0","0.01","0","0.01","Bueno"
"Rail Simulator","PC","2007","Simulation","Electronic Arts","0","0.01","0","0","0.01","Bueno"
"Rozen Maiden: Gebetgarten","PS2","2007","Fighting","Taito","0","0","0.01","0","0.01","Malo"
"Fatal Fury: Battle Archives Volume 2 (JP sales)","PS2","2007","Fighting","SNK Playmore","0","0","0.01","0","0.01","Aceptable"
"Jewel Quest II","PC","2007","Puzzle","Avanquest","0","0.01","0","0","0.01","Bueno"
"Metal Slug Anthology","PS2","2007","Shooter","Ignition Entertainment","0","0","0.01","0","0.01","Malo"
"Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono","PS2","2007","Strategy","D3Publisher","0","0","0.01","0","0.01","Aceptable"
"Tomoyo After: It's a Wonderful Life CS Edition","PS2","2007","Adventure","Prototype","0","0","0.01","0","0.01","Malo"
"Aa Megami-samaa","PS2","2007","Adventure","Marvelous Interactive","0","0","0.01","0","0.01","Excelente"
"Spider-Man: Friend or Foe","PC","2007","Action","Activision","0.01","0","0","0","0.01","Aceptable"
"Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX","PS2","2007","Adventure","Datam Polystar","0","0","0.01","0","0.01","Bueno"
"Sengoku Basara 2 Heroes","Wii","2007","Action","Capcom","0","0","0.01","0","0.01","Bueno"
"F.E.A.R. Perseus Mandate","PC","2007","Shooter","Vivendi Games","0.01","0","0","0","0.01","Malo"
"Jinsei Game Q DS: Shouwa no Dekigoto","DS","2007","Misc","Takara Tomy","0","0","0.01","0","0.01","Aceptable"
"Doraemon Wii: Himitsu Douguou Ketteisen!","Wii","2007","Misc","Sega","0","0","0.01","0","0.01","Bueno"
"Goku Makaimura Kai","PSP","2007","Platform","Capcom","0","0","0.01","0","0.01","Bueno"
"Myself; Yourself","PS2","2007","Adventure","Yeti","0","0","0.01","0","0.01","Bueno"
"Slide Adventure: Mag Kid","DS","2007","Action","Nintendo","0","0","0.01","0","0.01","Aceptable"
"Battlestations: Midway","PC","2007","Strategy","Eidos Interactive","0","0.01","0","0","0.01","Excelente"
"Kono Aozora ni Yakusoku o: Melody of the Sun and Sea","PS2","2007","Adventure","Alchemist","0","0","0.01","0","0.01","Malo"
"TimeShift","PC","2007","Shooter","Vivendi Games","0.01","0","0","0","0.01","Malo"
"Surf's Up","GC","2007","Sports","Ubisoft","0.01","0","0","0","0.01","Bueno"
"Full Auto 2: Battlelines","PSP","2007","Racing","Sega","0","0.01","0","0","0.01","Bueno"
"Dungeon Explorer: Warriors of Ancient Arts","PSP","2007","Role-Playing","Rising Star Games","0.01","0","0","0","0.01","Malo"
"Jam Sessions: Sing and Play Guitar (jp sales)","DS","2007","Misc","Ubisoft","0","0","0.01","0","0.01","Aceptable"
"Rondo of Swords (jp sales)","DS","2007","Role-Playing","Success","0","0","0.01","0","0.01","Bueno"
"Fashionable Puppy: Oshare na Koinu DS","DS","2007","Simulation","MTO","0","0","0.01","0","0.01","Aceptable"
"Idol Janshi Suchie-Pai IV","PS2","2007","Misc","Jaleco","0","0","0.01","0","0.01","Aceptable"
"Juiced 2: Hot Import Nights","PC","2007","Racing","THQ","0","0.01","0","0","0.01","Excelente"
"Monster Jam","PC","2007","Racing","Activision","0.01","0","0","0","0.01","Aceptable"
"Fullmetal Alchemist: Trading Card Game","DS","2007","Misc","Destineer","0.01","0","0","0","0.01","Aceptable"
"Luxor: Pharaoh's Challenge","DS","2007","Puzzle","Funsta","0","0.01","0","0","0.01","Excelente"
"Hoshigami: Ruining Blue Earth Remix","DS","2007","Role-Playing","505 Games","0","0","0.01","0","0.01","Excelente"
"World Snooker Championship 2007","X360","2007","Sports","Sega","0","0.01","0","0","0.01","Excelente"
"Nova Usagi no Game de Ryuugaku!? DS","DS","2007","Misc","Konami Digital Entertainment","0","0","0.01","0","0.01","Malo"
"San-X: Chara Sagashi Land","DS","2007","Action","MTO","0","0","0.01","0","0.01","Aceptable"
"Petz: Hamsterz Life 2","GBA","2007","Misc","Ubisoft","0.01","0","0","0","0.01","Excelente"
"Vitamin X","PS2","2007","Adventure","D3Publisher","0","0","0.01","0","0.01","Aceptable"
"The Wild West","DS","2007","Action","Majesco Entertainment","0.01","0","0","0","0.01","Aceptable"
"Sega Rally Revo","PC","2007","Racing","Sega","0","0.01","0","0","0.01","Malo"
"World Heroes Anthology","PS2","2007","Fighting","Ignition Entertainment","0","0","0.01","0","0.01","Malo"
"Routes PE","PS2","2007","Adventure","Aqua Plus","0","0","0.01","0","0.01","Aceptable"
"Clive Barker's Jericho","PC","2007","Shooter","Codemasters","0","0.01","0","0","0.01","Aceptable"
"G1 Jockey 4 2007","PS2","2007","Sports","Tecmo Koei","0","0","0.01","0","0.01","Aceptable"
"Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou","PS2","2007","Fighting","Capcom","0","0","0.01","0","0.01","Bueno"
"Magicians Academy","PS2","2007","Role-Playing","Enterbrain","0","0","0.01","0","0.01","Malo"
"Hospital Tycoon","PC","2007","Strategy","Codemasters","0","0.01","0","0","0.01","Aceptable"
"Case Closed: One Truth Prevails","Wii","2007","Adventure","Nobilis","0","0","0.01","0","0.01","Aceptable"
"Palais de Reine","PS2","2007","Strategy","Interchannel-Holon","0","0","0.01","0","0.01","Excelente"
"Teenage Mutant Ninja Turtles","Wii","2007","Action","Konami Digital Entertainment","0","0.01","0","0","0.01","Malo"
"Sea Monsters: A Prehistoric Adventure","DS","2007","Adventure","DSI Games","0.01","0","0","0","0.01","Malo"
"Imagine Figure Skater (JP sales)","DS","2007","Sports","Ubisoft","0","0","0.01","0","0.01","Malo"
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii","2007","Fighting","Marvelous Interactive","0","0","0.01","0","0.01","Malo"
"Pro Evolution Soccer 2008","PC","2007","Sports","Konami Digital Entertainment","0","0.01","0","0","0.01","Malo"
"Original Frisbee Disc Sports: Ultimate & Golf","DS","2007","Action","Destination Software, Inc","0.01","0","0","0","0.01","Malo"
"Mini Desktop Racing","Wii","2007","Racing","Popcorn Arcade","0.01","0","0","0","0.01","Malo"
"Eiyuu Densetsu: Sora no Kiseki Material Collection Portable","PSP","2007","Role-Playing","Falcom Corporation","0","0","0.01","0","0.01","Aceptable"
"Turok","PC","2008","Action","Touchstone","0","0.01","0","0","0.01","Bueno"
"Hotel Giant DS","DS","2008","Simulation","Nobilis","0","0.01","0","0","0.01","Malo"
"Donkey Kong Jungle Beat","Wii","2008","Platform","Nintendo","0","0.01","0","0","0.01","Bueno"
"Diary Girl","DS","2008","Misc","Konami Digital Entertainment","0.01","0","0","0","0.01","Bueno"
"Kimi no Yuusha","DS","2008","Role-Playing","SNK Playmore","0","0","0.01","0","0.01","Excelente"
"Cosmetic Paradise: Make no Kiseki","DS","2008","Misc","Global A Entertainment","0","0","0.01","0","0.01","Malo"
"Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns","PS2","2008","Adventure","Marvelous Interactive","0","0","0.01","0","0.01","Bueno"
"My Little Baby","DS","2008","Simulation","CDV Software Entertainment","0","0.01","0","0","0.01","Malo"
"NiGHTS into dreams...","PS2","2008","Platform","Sega","0","0","0.01","0","0.01","Bueno"
"Totally Spies! Totally Party","PS2","2008","Misc","Ubisoft","0.01","0.01","0","0","0.01","Excelente"
"Blitzkrieg 2 Anthology","PC","2008","Strategy","Ascaron Entertainment GmbH","0","0.01","0","0","0.01","Excelente"
"Banjo-Kazooie","X360","2008","Platform","Microsoft Game Studios","0","0.01","0","0","0.01","Excelente"
"Samurai Shodown Anthology (JP sales)","PS2","2008","Fighting","Ignition Entertainment","0","0","0.01","0","0.01","Bueno"
"Winning Post 7 Maximum 2008","PS2","2008","Sports","Tecmo Koei","0","0","0.01","0","0.01","Bueno"
"Fab 5 Soccer","DS","2008","Sports","Destineer","0.01","0","0","0","0.01","Aceptable"
"Best Of Tests","DS","2008","Puzzle","Conspiracy Entertainment","0.01","0","0","0","0.01","Bueno"
"Major Dream: Major Wii Nagero! Gyroball!!","Wii","2008","Sports","Takara Tomy","0","0","0.01","0","0.01","Malo"
"Bakumatsu Koihana: Shinsengumi DS","DS","2008","Adventure","D3Publisher","0","0","0.01","0","0.01","Aceptable"
"Winning Post 7 Maximum 2008","PS3","2008","Sports","Tecmo Koei","0","0","0.01","0","0.01","Malo"
"Dr. Slump & Arale-Chan","DS","2008","Adventure","Namco Bandai Games","0","0","0.01","0","0.01","Excelente"
"Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore","DS","2008","Misc","Benesse","0","0","0.01","0","0.01","Aceptable"
"Chokkan! Asonde Relaxuma","DS","2008","Action","Rocket Company","0","0","0.01","0","0.01","Aceptable"
"PC Engine Best Collention: Ginga Ojousama Densetsu Collection","PSP","2008","Adventure","Hudson Soft","0","0","0.01","0","0.01","Bueno"
"Rosario to Vampire: Tanabata no Miss Youkai Gakuen","DS","2008","Adventure","Capcom","0","0","0.01","0","0.01","Bueno"
"San-X Character Channel: All-Star Daishuugou!","DS","2008","Action","MTO","0","0","0.01","0","0.01","Aceptable"
"Who Wants to be a Millionaire: 2nd Edition","DS","2008","Misc","Ubisoft","0","0.01","0","0","0.01","Bueno"
"Duel Love: Koisuru Otome wa Shouri no Megami","DS","2008","Adventure","Namco Bandai Games","0","0","0.01","0","0.01","Malo"
"Family Jockey","Wii","2008","Sports","Namco Bandai Games","0","0","0.01","0","0.01","Malo"
"Double Sequence: The Q-Virus Invasion","DS","2008","Puzzle","Zoo Digital Publishing","0.01","0","0","0","0.01","Malo"
"Zero no Tsukaima: Maigo no Period to Ikusen no Symphony","PS2","2008","Adventure","Marvelous Interactive","0","0","0.01","0","0.01","Malo"
"FlatOut: Ultimate Carnage","PC","2008","Racing","Empire Interactive","0","0.01","0","0","0.01","Malo"
"Conflict: Denied Ops","PC","2008","Shooter","Eidos Interactive","0","0.01","0","0","0.01","Excelente"
"Simple DS Series Vol. 41: The Bakudan Shori-Han","DS","2008","Action","D3Publisher","0","0","0.01","0","0.01","Bueno"
"Naxat Soft Reachmania Vol. 1: CR Galaxy Angel","PS2","2008","Misc","Naxat Soft","0","0","0.01","0","0.01","Bueno"
"Happy Dance Collection","Wii","2008","Misc","Namco Bandai Games","0","0","0.01","0","0.01","Excelente"
"Nakayoshi All-Stars: Mezase Gakuen Idol","DS","2008","Misc","Creative Core","0","0","0.01","0","0.01","Aceptable"
"H2O+: Footprints in the Sand","PS2","2008","Adventure","Kadokawa Shoten","0","0","0.01","0","0.01","Aceptable"
"G1 Jockey 4 2008","PS3","2008","Sports","Tecmo Koei","0","0.01","0","0","0.01","Aceptable"
"Poker for Dummies","PC","2008","Misc","Electronic Arts","0","0.01","0","0","0.01","Excelente"
"Alone in the Dark","PC","2008","Adventure","Atari","0","0.01","0","0","0.01","Aceptable"
"Memories Off","PSP","2008","Adventure","5pb","0","0","0.01","0","0.01","Malo"
"Element Girl: Love, Fashion and Friends","DS","2008","Adventure","DTP Entertainment","0","0.01","0","0","0.01","Aceptable"
"Madagascar: Escape 2 Africa","PC","2008","Action","Activision","0.01","0","0","0","0.01","Malo"
"Junjou Romanchika: Koi no Doki Doki Daisakusen","PS2","2008","Adventure","Marvelous Interactive","0","0","0.01","0","0.01","Bueno"
"Heart no Kuni no Alice","PS2","2008","Adventure","Prototype","0","0","0.01","0","0.01","Excelente"
"Juggler DS","DS","2008","Misc","Commseed","0","0","0.01","0","0.01","Excelente"
"Katekyoo Hitman Reborn! Kindan no Yami no Delta","Wii","2008","Action","Marvelous Interactive","0","0","0.01","0","0.01","Aceptable"
"Vitamin Y","DS","2008","Adventure","D3Publisher","0","0","0.01","0","0.01","Malo"
"Help Wanted: 50 Wacky Jobs (jp sales)","Wii","2008","Simulation","Hudson Soft","0","0.01","0.01","0","0.01","Aceptable"
"Captain Rainbow","Wii","2008","Adventure","Nintendo","0","0","0.01","0","0.01","Excelente"
"Smart Boy's Winter Wonderland","DS","2008","Misc","UFO Interactive","0.01","0","0","0","0.01","Aceptable"
"Bomberman","Wii","2008","Puzzle","Hudson Entertainment","0","0","0.01","0","0.01","Excelente"
"SBK Superbike World Championship","PSP","2008","Racing","Black Bean Games","0.01","0","0","0","0.01","Bueno"
"Summer Athletics","PC","2008","Sports","DTP Entertainment","0","0.01","0","0","0.01","Bueno"
"Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four","PS2","2008","Misc","Paon","0","0","0.01","0","0.01","Aceptable"
"Naraku no Shiro","PS2","2008","Adventure","Nippon Ichi Software","0","0","0.01","0","0.01","Bueno"
"The Rise of the Argonauts","PC","2008","Role-Playing","Codemasters","0","0.01","0","0","0.01","Excelente"
"National Geographic Panda (JP sales)","DS","2008","Simulation","Ubisoft","0","0","0.01","0","0.01","Malo"
"Knights in the Nightmare: DHE Series Special Pack","DS","2008","Role-Playing","Sting","0","0","0.01","0","0.01","Excelente"
"Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku","PS2","2008","Adventure","Russel","0","0","0.01","0","0.01","Bueno"
"Blazer Drive","DS","2008","Role-Playing","Sega","0","0","0.01","0","0.01","Aceptable"
"Hoshizora no Comic Garden","DS","2008","Adventure","D3Publisher","0","0","0.01","0","0.01","Aceptable"
"Battle Fantasia","PS3","2008","Fighting","505 Games","0","0","0.01","0","0.01","Bueno"
"Sugar + Spice! Anoko no Suteki na Nanimokamo","PS2","2008","Adventure","Alchemist","0","0","0.01","0","0.01","Malo"
"Kanokon: Esuii","PS2","2008","Adventure","5pb","0","0","0.01","0","0.01","Excelente"
"Scarlett: Nichijou no Kyoukaisen","PS2","2008","Adventure","Kadokawa Shoten","0","0","0.01","0","0.01","Aceptable"
"Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron","Wii","2008","Racing","Takara Tomy","0","0","0.01","0","0.01","Malo"
"Neo Angelique Special","PSP","2008","Adventure","Tecmo Koei","0","0","0.01","0","0.01","Bueno"
"Real Rode","PS2","2008","Adventure","Kadokawa Shoten","0","0","0.01","0","0.01","Excelente"
"Mega Brain Boost","DS","2008","Puzzle","Majesco Entertainment","0.01","0","0","0","0.01","Excelente"
"Plushees","DS","2008","Simulation","Destineer","0.01","0","0","0","0.01","Excelente"
"SCORE International Baja 1000: The Official Game","PS2","2008","Racing","Activision","0","0","0.01","0","0.01","Bueno"
"Shinseiki Evangelion: Battle Orchestra Portable","PSP","2009","Fighting","Broccoli","0","0","0.01","0","0.01","Bueno"
"S.Y.K: Shinsetsu Saiyuuki","PS2","2009","Adventure","Idea Factory","0","0","0.01","0","0.01","Bueno"
"Football Manager Live","PC","2009","Sports","Sega","0","0.01","0","0","0.01","Bueno"
"Smart Kid's Mega Game Mix","DS","2009","Misc","UFO Interactive","0.01","0","0","0","0.01","Aceptable"
"Sengoku Hime: Senran ni Mau Otometachi","PSP","2009","Adventure","Yeti","0","0","0.01","0","0.01","Aceptable"
"The Last Remnant","PC","2009","Role-Playing","Square Enix","0","0.01","0","0","0.01","Malo"
"Kono Aozora ni Yakusoku o: Tenohira no Rakuen","PSP","2009","Adventure","TGL","0","0","0.01","0","0.01","Aceptable"
"East India Company","PC","2009","Strategy","Paradox Interactive","0.01","0","0","0","0.01","Aceptable"
"Umihara Kawase Jun: Second Edition Kanzenban","DS","2009","Puzzle","Genterprise","0","0","0.01","0","0.01","Malo"
"Destiny Links","DS","2009","Role-Playing","Namco Bandai Games","0","0","0.01","0","0.01","Excelente"
"Hiiro no Kakera: Shin Tamayori Hime Denshou","PS2","2009","Adventure","Idea Factory","0","0","0.01","0","0.01","Excelente"
